,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,has_pool,has_remodel,price_per_sqft,neighborhood_price_high,neighborhood_price_low,housing_stock
21,351,527131030,120,RL,40.0,5664,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,No,5.0,1158.0,0.0,0.0,343.0,1501.0,GasA,5,1,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,Typ,1,5.0,Attchd,2000.0,Fin,2.0,499.0,3.0,3.0,1.0,212,59,0,0,0,None,None,0,10,2009,WD ,278000,0,0,167.5708257986739,1,0,2
22,2393,528142010,60,RL,103.0,12867,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,,,4,3,PConc,5.0,3.0,Av,0.0,0.0,0.0,0.0,1209.0,1209.0,GasA,5,1,SBrkr,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,Typ,1,4.0,Attchd,2005.0,Fin,2.0,575.0,3.0,3.0,1.0,243,142,0,0,0,None,None,0,7,2006,New,344133,0,1,152.74434087882824,0,0,4
23,12,527165230,20,RL,,7980,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4.0,3.0,No,4.0,935.0,0.0,0.0,233.0,1168.0,GasA,5,1,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,Typ,0,,Attchd,1992.0,Fin,2.0,420.0,3.0,3.0,1.0,483,21,0,0,0,GdPrv,Shed,500,3,2010,WD ,185000,0,1,155.85509688289807,1,0,4
24,2339,527250040,190,RL,100.0,34650,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,Mn,2.0,1056.0,0.0,0.0,0.0,1056.0,GasA,3,0,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,Typ,0,,Attchd,1955.0,Fin,2.0,572.0,3.0,3.0,1.0,264,0,0,0,0,None,None,0,1,2006,WD ,145000,0,0,137.31060606060606,0,0,4
25,624,535104120,20,RL,92.0,10573,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3.0,3.0,No,2.0,1312.0,0.0,0.0,141.0,1453.0,GasA,5,1,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,Typ,1,3.0,Attchd,1961.0,RFn,2.0,530.0,3.0,3.0,1.0,0,49,0,0,288,GdPrv,None,0,4,2009,WD ,187500,0,0,129.04335856847902,0,0,5
26,86,532376160,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,No,5.0,553.0,3.0,117.0,224.0,894.0,GasA,5,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,1,4.0,Detchd,1973.0,Unf,1.0,336.0,3.0,3.0,1.0,416,144,0,0,0,MnPrv,None,0,4,2010,WD ,138500,0,1,154.92170022371366,1,0,4
27,1534,909277040,50,RL,,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,No,3.0,606.0,0.0,0.0,336.0,942.0,GasA,5,1,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,Min2,1,4.0,Detchd,1937.0,Unf,1.0,240.0,3.0,3.0,1.0,0,40,0,0,0,None,None,0,7,2008,WD ,198000,0,1,102.16718266253869,0,0,3
28,2243,911103060,190,C (all),75.0,8250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,957.0,957.0,GasA,2,0,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,Typ,0,,None,None,None,0.0,0.0,0.0,,0.0,0,0,133,0,0,None,None,0,6,2007,WD ,119600,0,1,60.070316423907585,0,1,3
29,1957,535450190,50,RL,60.0,8064,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,Mn,0.0,0.0,0.0,0.0,672.0,672.0,GasA,5,1,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,3,6,Typ,1,1.0,Detchd,2003.0,Unf,2.0,576.0,3.0,3.0,1.0,0,0,0,0,0,MnPrv,Shed,2000,7,2007,WD ,122900,0,1,133.00865800865802,0,0,5
30,380,527355150,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3.0,No,4.0,1104.0,0.0,0.0,1420.0,2524.0,GasA,3,1,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,Typ,1,4.0,Attchd,1981.0,Fin,2.0,542.0,3.0,3.0,1.0,474,120,0,0,0,MnPrv,None,0,7,2009,WD ,278000,0,0,110.14263074484944,0,0,3
31,2860,909276010,70,RL,,11435,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,792.0,792.0,GasA,2,1,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,Typ,2,4.0,Detchd,1931.0,Unf,2.0,400.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,6,2006,WD ,230000,0,1,151.61502966381016,0,0,3
32,2517,533250130,120,RL,30.0,9549,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4.0,4.0,Av,1.0,437.0,5.0,1057.0,0.0,1494.0,GasA,5,1,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,Typ,1,4.0,Attchd,1995.0,Fin,2.0,481.0,3.0,3.0,1.0,0,30,0,0,216,None,None,0,4,2006,WD ,270000,0,1,180.72289156626505,1,0,1
33,1933,535302070,20,RL,60.0,10950,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,441.0,0.0,0.0,507.0,948.0,GasA,3,1,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,1952.0,Unf,2.0,410.0,3.0,3.0,0.0,0,48,0,0,0,None,None,0,4,2007,WD ,125000,0,0,131.85654008438817,0,0,5
34,820,906340110,20,RL,79.0,10637,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5.0,3.0,Gd,5.0,1288.0,0.0,0.0,417.0,1705.0,GasA,5,1,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,Typ,1,4.0,Attchd,2007.0,RFn,3.0,826.0,3.0,3.0,1.0,208,44,0,0,0,None,None,0,9,2009,WD ,297000,0,1,172.8754365541327,1,0,4
35,675,535426150,20,RL,80.0,9000,Pave,None,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4.0,3.0,Gd,0.0,0.0,0.0,0.0,160.0,160.0,GasA,2,1,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,Typ,1,4.0,Basment,1958.0,RFn,1.0,384.0,3.0,3.0,1.0,0,28,64,0,0,None,None,0,4,2009,WD ,113500,0,0,99.38704028021016,0,0,5
36,2910,923225240,160,RM,41.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,3.0,3.0,No,4.0,548.0,2.0,173.0,36.0,757.0,GasA,5,1,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,3.0,Attchd,1977.0,RFn,1.0,336.0,3.0,3.0,1.0,104,26,0,0,0,None,None,0,7,2006,WD ,127000,0,0,86.10169491525424,0,1,1
37,21,527358140,20,RL,105.0,11751,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4.0,3.0,No,3.0,705.0,0.0,0.0,1139.0,1844.0,GasA,5,1,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,Typ,1,3.0,Attchd,1977.0,RFn,2.0,546.0,3.0,3.0,1.0,0,122,0,0,0,MnPrv,None,0,1,2010,COD,190000,0,0,103.03687635574838,0,0,3
38,1873,534177210,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3.0,3.0,No,4.0,916.0,0.0,0.0,326.0,1242.0,GasA,2,1,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,Typ,1,3.0,Attchd,1973.0,Unf,2.0,528.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,9,2007,WD ,175500,0,0,141.30434782608697,0,0,3
39,2125,907135050,20,RL,60.0,8428,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4.0,4.0,No,5.0,420.0,0.0,0.0,570.0,990.0,GasA,5,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,Typ,0,,Detchd,1995.0,Unf,1.0,384.0,3.0,3.0,1.0,256,0,0,0,0,None,None,0,7,2007,WD ,146000,0,0,147.4747474747475,0,0,4
40,1489,908102260,20,RL,75.0,9937,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3.0,3.0,No,3.0,830.0,1.0,290.0,136.0,1256.0,GasA,4,1,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,Typ,0,,Attchd,1965.0,Fin,1.0,276.0,3.0,3.0,1.0,736,68,0,0,0,None,None,0,6,2008,WD ,147500,0,0,117.43630573248407,0,0,4
41,2383,528110050,20,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,,5,3,PConc,5.0,4.0,Gd,5.0,1386.0,0.0,0.0,690.0,2076.0,GasA,5,1,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,Typ,1,4.0,Attchd,2006.0,Fin,3.0,850.0,3.0,3.0,1.0,216,229,0,0,0,None,None,0,9,2006,New,465000,0,0,223.98843930635837,1,0,4
42,983,923275040,85,RL,,9101,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4.0,3.0,Av,5.0,1097.0,0.0,0.0,0.0,1097.0,GasA,5,1,SBrkr,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,Typ,1,3.0,Attchd,1978.0,Fin,2.0,602.0,3.0,3.0,1.0,303,30,0,0,0,None,None,0,7,2009,WD ,165500,0,0,149.0990990990991,0,0,3
43,1325,902406090,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,3,3,BrkTil,3.0,3.0,No,0.0,0.0,0.0,0.0,1050.0,1050.0,GasA,5,0,FuseF,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,Typ,0,,Attchd,1954.0,Unf,1.0,352.0,2.0,3.0,1.0,0,0,0,0,0,None,None,0,11,2008,WD ,131500,0,0,73.25905292479109,0,1,4
