Tweet id,Tweet permalink,Tweet text,Content,Type,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1090466640901361665,https://twitter.com/hitRECordJoe/status/1090466640901361665,"""We adore chaos because we love to produce order.""
- M. C. Escher https://t.co/j3ExeBmkWs",Retweet,Retweet,2019-01-30 04:28 +0000,200463,10095,0.05035842025710,392,40,1904,171,69,0,156,1,0,0,2,0,0,7360,7360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090412983488933888,https://twitter.com/hitRECordJoe/status/1090412983488933888,"I really prefer to talk about positive stuff on twitter 

I noticed a fair amount of complaining and criticizing on here already https://t.co/ixCauiXV3C",Joe Reply,Joe Reply,2019-01-30 00:54 +0000,187326,1256,0.00670488880347629,55,79,794,199,5,0,124,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090388876609372160,https://twitter.com/hitRECordJoe/status/1090388876609372160,"I find a lot of power in regular repetition.

I also draw a lot of inspiration from rules and regulations, both followed and broken.

Curious if you broke a pattern recently in your life, and what impact it had. 

Generally curious when repetition does us good or when it doesn't.",Motivation,Motivation,2019-01-29 23:19 +0000,146505,1000,0.00682570560731716,53,78,603,150,0,0,115,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090324197119791104,https://twitter.com/hitRECordJoe/status/1090324197119791104,YouTube and other social media platforms have struggled to find the balance between open speech and flagging content that incites conspiracy and harm. Will be interesting to follow how these platforms evolve with the times and do more to reduce harm. https://t.co/FKx2ly2JmV,Culture,Tech,2019-01-29 19:02 +0000,127452,888,0.00696732887675,37,26,286,66,139,0,332,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090298785975152640,https://twitter.com/hitRECordJoe/status/1090298785975152640,I think a lot about how what we can accomplish by ourselves is nowhere near what we can achieve if we collaborate together more.,Joe Status,Joe Status,2019-01-29 17:21 +0000,117807,1078,0.00915055981393296,99,22,778,98,0,0,80,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090261687955992578,https://twitter.com/hitRECordJoe/status/1090261687955992578,@Noelle_CD https://t.co/vydaS9qXU1,Response,Response,2019-01-29 14:53 +0000,625,15,0.024,0,1,1,1,1,0,11,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090256915253415936,https://twitter.com/hitRECordJoe/status/1090256915253415936,"Think about one nice thing you could do for someone else today — whether it's a friend, family member, or a stranger. 

Doesn't have to cost anything or require much time at all. Just needs to be something simple that would make someone's day better.

Now, are you going to do it?",Motivation,Motivation,2019-01-29 14:34 +0000,294607,3272,0.01110632130262,449,160,2000,347,1,0,313,1,0,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1090057149101809664,https://twitter.com/hitRECordJoe/status/1090057149101809664,An interesting fact to think about for a moment or two — there is enough DNA in the average human's body to stretch from the sun to Pluto (and back) at least 17 times.,Culture,Science,2019-01-29 01:20 +0000,127073,1128,0.00887678735844751,84,51,739,129,0,0,124,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089979688699731969,https://twitter.com/hitRECordJoe/status/1089979688699731969,"Making sure everyone knows the Michael Myers mask in ""Halloween"" was made by painting a William Shatner mask white. 

Nothing more to see here. You can now go on with your day... https://t.co/NbMUmasRbU",Culture,Movie,2019-01-28 20:13 +0000,809545,60774,0.07507179959113,1982,368,11135,2145,629,0,2552,8,0,0,26,0,0,41929,41929,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089959346371407872,https://twitter.com/hitRECordJoe/status/1089959346371407872,"""If you put your mind to it, you can accomplish anything...""
- Doc Brown https://t.co/bj7s1LHxhM",Retweet,Retweet,2019-01-28 18:52 +0000,249589,1843,0.00738413952537972,220,35,1359,61,5,0,154,9,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089919029601599488,https://twitter.com/hitRECordJoe/status/1089919029601599488,"Found myself wondering what was considered the catchiest song ever

So I looked it up

Supposedly it's ""Wannabe"" by the Spice Girls 

That answer popped up a lot. Studies showed people recognized it in 2.3 seconds (average is 5 secs)

Anyway, that's what I discovered... kbye",Culture,Music,2019-01-28 16:12 +0000,313134,5200,0.01660630912006,311,215,3597,606,3,0,468,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089892858939785216,https://twitter.com/hitRECordJoe/status/1089892858939785216,"You don't need anyone else's permission or opportunity to be creative.

You can pick up a pen and write on a piece of paper. Or draw a picture. You can go out and take photos of the things you find fascinating. Or just sit and sing to yourself quietly.

Do it just for you. &lt;3",Motivation,Motivation,2019-01-28 14:28 +0000,558686,10219,0.01829113312308,1770,125,6523,1210,0,0,585,1,0,0,5,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089721488419246082,https://twitter.com/hitRECordJoe/status/1089721488419246082,"Always best to try and look for the good in others :)

https://t.co/GWqGyhw30R https://t.co/Vqyn7MaELG",Retweet,Retweet,2019-01-28 03:07 +0000,110431,2134,0.0193242839420,65,14,353,65,44,0,65,0,0,0,0,0,0,1528,1528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089687472513048576,https://twitter.com/hitRECordJoe/status/1089687472513048576,Love this. On repeat. So so so good. https://t.co/9IfVlz8yy6,Retweet,Retweet,2019-01-28 00:51 +0000,351470,2978,0.00847298489202492,357,35,2176,163,4,0,229,14,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089656548312403968,https://twitter.com/hitRECordJoe/status/1089656548312403968,"Looking for voice over actors to read this one line: ""Let curiosity lead the way to insight."" 

Even if you haven't tried voice acting before, it's only one line. So come give it a shot. :)

Info here: https://t.co/lisnrks06T",Challenge,Voice Acting,2019-01-27 22:49 +0000,108489,1382,0.01273861866180,34,14,280,68,853,0,133,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089590867055333381,https://twitter.com/hitRECordJoe/status/1089590867055333381,Need a few writers here to do a quick writing prompt: https://t.co/C2lvzAjf1J,Challenge,Writing,2019-01-27 18:28 +0000,122995,607,0.00493515996585227,9,10,104,62,358,0,64,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089555129148284930,https://twitter.com/hitRECordJoe/status/1089555129148284930,"What's the first thing you'd buy after getting dumped?

People have said they'd buy ice cream, dating apps, a ticket to Vegas... a bunch of people said weed.

Write your answer here: https://t.co/fYSfSAKMeC",Challenge,Writing,2019-01-27 16:06 +0000,218156,1776,0.00814096334732943,31,256,496,262,582,0,149,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089548527238148098,https://twitter.com/hitRECordJoe/status/1089548527238148098,@anahnicolle @hitRECord 🙌🙌🙌,Response,Response,2019-01-27 15:39 +0000,423,16,0.03782505910165,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089509349406453762,https://twitter.com/hitRECordJoe/status/1089509349406453762,"It never looks like winter here in LA.

But if you're somewhere that really looks like winter (with freezing temps, snow, ice, blah blah blah) then post a picture that really shows off the season: https://t.co/jwNCwUVV8N https://t.co/5bFIrciy3m",Challenge,Photo,2019-01-27 13:04 +0000,145076,3799,0.02618627478012,33,171,512,114,262,0,379,1,0,0,0,0,0,2327,2327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089402734334205953,https://twitter.com/hitRECordJoe/status/1089402734334205953,💯 https://t.co/Dsu9d7Wjmu,Retweet,Retweet,2019-01-27 06:00 +0000,158027,537,0.00339815348010,35,9,307,100,4,0,80,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089343764223676417,https://twitter.com/hitRECordJoe/status/1089343764223676417,"I'm all for a little alone time every now and again.

Sometimes solitude can be one of the best feelings. 

https://t.co/2ouGDcW68H https://t.co/bs3vG14XRR",Inspiration,Illustration Quote,2019-01-27 02:06 +0000,113811,2424,0.02129846851359,116,31,638,98,64,0,85,0,0,0,0,0,0,16700,1392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089301225583984640,https://twitter.com/hitRECordJoe/status/1089301225583984640,Letting you all know DARK CRYSTAL still holds up https://t.co/O55s8aIRoq,Retweet,Retweet,2019-01-26 23:17 +0000,122935,1776,0.01444665880343,59,84,877,59,28,0,80,0,0,0,1,0,0,25705,588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089290134300880897,https://twitter.com/hitRECordJoe/status/1089290134300880897,"People probably don't say this that much anymore, but when you hear ""back in a jiffy"" it's referring to an actual measurement of time.

Jiffy = 1/100th of a second",Joe Status,Joe Status,2019-01-26 22:33 +0000,208081,3099,0.01489323869070,286,115,2307,256,2,0,131,0,0,0,2,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089238552150491136,https://twitter.com/hitRECordJoe/status/1089238552150491136,"#prick 

https://t.co/JTugXTKIS7 https://t.co/EeyngTW0TB",Inspiration,Illustration Quote,2019-01-26 19:08 +0000,123358,12379,0.1003502002302,84,12,617,81,85,8,124,1,0,0,0,0,0,11367,11367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089176644386983937,https://twitter.com/hitRECordJoe/status/1089176644386983937,"Show me your best landscape photo.

Post it here: https://t.co/NYGW2sXOJb https://t.co/XEhYVutaKi",Challenge,Photo,2019-01-26 15:02 +0000,126506,3226,0.02550076676205,29,138,449,112,373,0,181,0,0,0,0,0,0,1944,1944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1089010794455539712,https://twitter.com/hitRECordJoe/status/1089010794455539712,"You're most likely taking pictures all the time, so if you have a photo of something out of place you can add that here: https://t.co/OG5V5NN66T 📸",Challenge,Photo,2019-01-26 04:03 +0000,102983,791,0.00768087936843945,19,57,155,104,295,0,161,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088956183879340033,https://twitter.com/hitRECordJoe/status/1088956183879340033,"Ever been dumped?

What was the exact moment you knew it was all over?

Submit here: https://t.co/fWwOWSfnDw",Challenge,Writing,2019-01-26 00:26 +0000,141894,1298,0.00914767361551581,20,115,287,199,544,0,132,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088913766421544962,https://twitter.com/hitRECordJoe/status/1088913766421544962,"Basically me every weekend in the '90s  after trips to the video store.

You guys remember actual video stores, yeah? 

The ones with VHS tapes. 

https://t.co/tM0yjWw0ib https://t.co/lXPY4JCGZj",Challenge,Writing,2019-01-25 21:37 +0000,124916,2077,0.01662717346057,57,126,1031,94,56,0,100,0,0,0,0,0,0,22936,613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088873793009856512,https://twitter.com/hitRECordJoe/status/1088873793009856512,"Glad you asked... I'm gonna direct you to this really simple voice acting opportunity, open to everyone: https://t.co/IFWK8MyoOM https://t.co/WqnBDHVnyf",Challenge,Voice Acting,2019-01-25 18:58 +0000,94288,445,0.00471958255557441,8,5,97,38,258,0,39,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088867625516449792,https://twitter.com/hitRECordJoe/status/1088867625516449792,❤❤🐶❤❤ https://t.co/JaD41ggDQO,Retweet,Retweet,2019-01-25 18:34 +0000,576946,5309,0.00920190104446517,193,15,3135,1640,6,0,298,8,0,0,0,0,0,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088809225994801153,https://twitter.com/hitRECordJoe/status/1088809225994801153,"Something for us all to consider..

https://t.co/xvvUDQOxPt https://t.co/eAWfAj2QuA",Inspiration,Illustration Quote,2019-01-25 14:42 +0000,174415,25654,0.1470859731101,206,16,1134,160,599,0,259,1,0,0,0,0,0,23279,23279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088623689812176896,https://twitter.com/hitRECordJoe/status/1088623689812176896,"Oh, is that what you think?? https://t.co/uyoECOFgsT",Joe Reply,Joe Reply,2019-01-25 02:24 +0000,162504,696,0.00428297149608625,34,15,337,121,2,0,187,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088617367377244160,https://twitter.com/hitRECordJoe/status/1088617367377244160,"You suddenly realize you're in a doomed relationship. You have to start planning a break-up. 

What's the first step of your exit strategy?

Post here: https://t.co/rApsNLx4uO 💔",Challenge,Writing,2019-01-25 01:59 +0000,141363,1617,0.01143863670126,29,180,316,213,682,0,197,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088542983912390656,https://twitter.com/hitRECordJoe/status/1088542983912390656,Is it weird my eyes first go straight to the Skippy peanut butter jar? 👀  https://t.co/yb6G45KZc7 https://t.co/HXL5dkJgTS,Inspiration,Photo,2019-01-24 21:04 +0000,104329,4147,0.03974925476138,28,44,413,67,126,0,106,1,0,0,0,0,0,3362,3362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088485588632784896,https://twitter.com/hitRECordJoe/status/1088485588632784896,Write me a sad story in 4 words — post here: https://t.co/bhJGkriE6C,Challenge,Writing,2019-01-24 17:16 +0000,336663,5800,0.01722791040298,45,1127,698,664,2969,0,291,4,0,0,2,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088447854677381120,https://twitter.com/hitRECordJoe/status/1088447854677381120,"I read somewhere that over one trillion photos were taken last year. 

I bet a ton of them were taken while traveling around the world.

So I'd like you to get out your phone and post any pictures you took while traveling here: https://t.co/d22elz7QI4 https://t.co/o0xs5cimxa",Challenge,Photo,2019-01-24 14:46 +0000,143045,5931,0.04146247684295,25,87,352,146,708,0,939,0,0,0,0,0,0,3674,3674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088298616098299904,https://twitter.com/hitRECordJoe/status/1088298616098299904,"#BlackoutPoetry by @alyssavoiceover 

https://t.co/vbGlbkoGW6 https://t.co/5aundUTWU4",Inspiration,Illustration Quote,2019-01-24 04:53 +0000,84764,1541,0.01817988768817,26,4,149,88,52,6,64,1,0,0,0,0,0,1151,1151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088236442017583104,https://twitter.com/hitRECordJoe/status/1088236442017583104,Graphic designers needed here: https://t.co/L487BnXlWu,Challenge,Photo,2019-01-24 00:46 +0000,81934,630,0.00768911562965313,25,10,116,54,362,0,63,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088199447790661632,https://twitter.com/hitRECordJoe/status/1088199447790661632,"I know exactly how I'd answer this, but I wanna hear your answers to this.

What is one question you don't like to be asked? 

Post answers go here: https://t.co/q83PvBbwca",Challenge,Video Q+A,2019-01-23 22:19 +0000,343789,3483,0.01013121420406,57,607,636,533,1394,0,256,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088137799755354114,https://twitter.com/hitRECordJoe/status/1088137799755354114,#ItsBeen20YearsSince https://t.co/q5p0zV1UE8,Culture,Culture,2019-01-23 18:14 +0000,87157,1995,0.02288972773271,21,10,182,42,55,9,44,1,0,0,0,0,0,1631,1631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088114394687524864,https://twitter.com/hitRECordJoe/status/1088114394687524864,👑 https://t.co/DXyswxc1g4,Culture,Books,2019-01-23 16:41 +0000,158668,11815,0.07446365996924,209,28,1449,143,200,0,117,0,0,0,1,0,0,9668,9668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088110025367642113,https://twitter.com/hitRECordJoe/status/1088110025367642113,"Saw someone do that 10 year challenge thing using stills from ""Interstellar"" — gotta hand it to them. This was clever. https://t.co/dAoNHLaerf",Culture,Movie,2019-01-23 16:23 +0000,156810,31083,0.1982207767362,426,17,2189,108,912,0,504,3,0,0,0,0,0,26924,26924,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088078416707051529,https://twitter.com/hitRECordJoe/status/1088078416707051529,"Penguin + jet pack = getting the hell outta here

https://t.co/c5kJTSRD6E https://t.co/PjZCTwt011",Inspiration,Illustration Quote,2019-01-23 14:18 +0000,131675,12531,0.09516612872603,174,15,1041,115,452,0,66,0,0,0,0,0,0,10668,10668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087973550919729152,https://twitter.com/hitRECordJoe/status/1087973550919729152,👀 https://t.co/25akkrrgsP,Retweet,Retweet,2019-01-23 07:21 +0000,757908,7965,0.01050919108916,692,47,5676,871,8,0,637,22,0,0,1,0,0,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087964074762297346,https://twitter.com/hitRECordJoe/status/1087964074762297346,"@michaelshizuro You can do this from anywhere in the world — open to all.

You can just record the voice over on your phone or computer, and then upload it to my site here: https://t.co/u1DVLhaiKz",Response,Response,2019-01-23 06:43 +0000,1008,45,0.04464285714286,0,1,6,1,34,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087962971295412227,https://twitter.com/hitRECordJoe/status/1087962971295412227,"This is a voice acting opportunity open to you all. Don't worry if you've never done it before. Zero experience necessary.

Script to read is here: https://t.co/u1DVLhaiKz",Challenge,Voice Acting,2019-01-23 06:39 +0000,89433,1713,0.01915400355573,31,8,278,129,1165,0,102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087923628845473798,https://twitter.com/hitRECordJoe/status/1087923628845473798,Find a picture in your camera roll that has RED in it — then post here on my site: https://t.co/iG0xop7lHl,Challenge,Photo,2019-01-23 04:03 +0000,152876,2024,0.01323948821267,21,227,261,165,1207,0,143,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087846889200992261,https://twitter.com/hitRECordJoe/status/1087846889200992261,"Look at this photograph for a sec. 

Write about what you see, in any kind of writing style or format. Any length.

Info: https://t.co/OFIwuEhR7N https://t.co/izJlLXFqtD",Challenge,Writing,2019-01-22 22:58 +0000,106074,2658,0.0250579783924,11,87,205,78,200,0,108,1,0,0,0,0,0,1968,1968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087795545664614400,https://twitter.com/hitRECordJoe/status/1087795545664614400,"Consuming media is all good. A lot of us do it often (clicking, browsing, scrolling)

But I really love it when someone sees something (like a photo) and gets inspired to illustrate it, turning it into something new.

This drawing is a great example: https://t.co/PryxzOXshk https://t.co/H7jS4zMQap",Inspiration,Illustration,2019-01-22 19:34 +0000,96980,2304,0.02375747576820,35,9,435,59,71,0,67,2,0,0,0,0,0,1626,1626,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087732623412289536,https://twitter.com/hitRECordJoe/status/1087732623412289536,"What do you remember most about the first time you rode your bike? 

Who was with you? How old were you? What did it feel like? Did you instantly triumph, or hit the pavement a few times first?

I'd like you to write down your experience here: https://t.co/QQ5AmzNnGd",Challenge,Writing,2019-01-22 15:24 +0000,151887,1160,0.00763725664474247,26,95,291,164,315,0,268,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087706211406004225,https://twitter.com/hitRECordJoe/status/1087706211406004225,"More kindness this year, please :)

https://t.co/qUk3GmIXrY https://t.co/ZfpbCvS7aX",Joe Reply,Joe Reply,2019-01-22 13:39 +0000,105388,7157,0.06791095760428,67,11,457,50,77,0,50,0,0,0,0,0,0,6445,6445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087560683514822656,https://twitter.com/hitRECordJoe/status/1087560683514822656,"You break up on Friday night. 

What’s the first thing you go and buy on Saturday?

https://t.co/fYSfSAtaQ2",Challenge,Writing,2019-01-22 04:00 +0000,327039,4475,0.01368338332737,48,603,744,454,2366,0,259,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087530059286495232,https://twitter.com/hitRECordJoe/status/1087530059286495232,"“Look, Jabba, I was just on my way to pay you back...” https://t.co/MFDauquL05",Retweet,Retweet,2019-01-22 01:59 +0000,364926,5589,0.01531543381398,582,59,4290,340,6,0,251,16,0,0,4,0,0,41,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087487757411340288,https://twitter.com/hitRECordJoe/status/1087487757411340288,"Some of the best voice acting I've heard is done by those with little to no experience because there can often be a more natural feel to the performances. 

So if you have interest in voice acting, this may be a good script to read out loud: https://t.co/5qHTO5QumA",Challenge,Voice Acting,2019-01-21 23:11 +0000,176758,2176,0.012310616775478300,28,16,286,144,1570,0,132,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087426764878409729,https://twitter.com/hitRECordJoe/status/1087426764878409729,"@SiAn0924 Oh yeah, getting started is one of the hardest parts of the process. 

To help inspire you, here are some creative writing challenges that may help: https://t.co/TuAvBd9Odj",Response,Response,2019-01-21 19:08 +0000,2512,253,0.10071656050955400,4,2,35,32,146,0,34,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087417543520911361,https://twitter.com/hitRECordJoe/status/1087417543520911361,"If you were thinking of doing some writing today, I really think you should do it. Even if it's just a random little thing. I would encourage you to go for it.

And you don't have to post it anywhere either. It can just be for you.

I think it'll make you feel good.",Open Prompt,Open Prompt,2019-01-21 18:32 +0000,706134,9375,0.013276516921717400,1111,143,4933,1924,2,0,1248,4,0,0,10,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087345584506392576,https://twitter.com/hitRECordJoe/status/1087345584506392576,"Dr. King once said ""The time is always ripe to do what is right.""

That's something that we should all think about — and not just today. But every single day. 

What can each of us do to make things better in this world? I encourage you to carry that question with you. https://t.co/TjCNPBaBwA",HR Retweet,HR Retweet,2019-01-21 13:46 +0000,529730,6807,0.012849942423498800,742,39,2754,674,86,0,350,2,0,0,0,0,0,2160,2160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1087185263904862210,https://twitter.com/hitRECordJoe/status/1087185263904862210,How would you describe your first kiss in 15 words? https://t.co/LuPiKX0Dfy,Challenge,Writing,2019-01-21 03:09 +0000,597184,4104,0.006872253777730150,32,388,536,940,1672,0,530,4,0,0,2,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
